devis_id;date_emission;mois;exercice;client_id;type_client;agence;commercial;categorie;code_prestation;libelle_prestation;quantite;montant_ht;statut;date_decision;delai_1ere_relance_j;nb_relances
DEV-01688;2025-02-20;2025-02;2024-2025;CLI-0999;Particulier;Montpellier;Thomas Rey;Électricité;EL-002;Installation borne de recharge VE;2;3034.83;Sans réponse;2025-03-09;14;1
DEV-01689;2025-02-21;2025-02;2024-2025;CLI-0263;Syndic;Bordeaux;Karim Belkacem;Électricité;EL-001;Mise aux normes tableau électrique;1;4218.59;Accepté;2025-02-24;;0
DEV-01690;2025-02-21;2025-02;2024-2025;CLI-0444;Professionnel;Bordeaux;Karim Belkacem;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;26337.43;Sans réponse;2025-03-05;8;1
DEV-01691;2025-02-24;2025-02;2024-2025;CLI-0269;Particulier;Toulouse;Julien Fabre;Électricité;EL-002;Installation borne de recharge VE;1;1425.71;Sans réponse;2025-02-27;9;0
DEV-01692;2025-02-24;2025-02;2024-2025;CLI-0371;Particulier;Bordeaux;Sophie Marchand;Plomberie;PR-003;Réfection réseau eau appartement;1;2817.03;Sans réponse;2025-03-22;9;2
DEV-01693;2025-02-24;2025-02;2024-2025;CLI-0451;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-005;Désembouage circuit chauffage;1;763.71;Refusé;2025-03-23;;0
DEV-01694;2025-02-25;2025-02;2024-2025;CLI-0014;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-002;Recherche de fuite + réparation;1;516.71;Sans réponse;2025-03-12;;0
DEV-01695;2025-02-25;2025-02;2024-2025;CLI-0033;Syndic;Bordeaux;Sophie Marchand;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;2328.28;Accepté;2025-03-11;7;2
DEV-01696;2025-02-25;2025-02;2024-2025;CLI-0080;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-001;Dépannage plomberie urgence;2;496.58;Accepté;2025-03-23;11;3
DEV-01697;2025-02-26;2025-02;2024-2025;CLI-0231;Professionnel;Bordeaux;Karim Belkacem;Salle de bain;SB-002;Remplacement baignoire par douche;1;6660.96;Refusé;2025-04-02;14;2
DEV-01698;2025-02-26;2025-02;2024-2025;CLI-0350;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1315.77;Sans réponse;2025-03-16;;0
DEV-01699;2025-02-26;2025-02;2024-2025;CLI-0617;Syndic;Bordeaux;Sophie Marchand;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;2472.19;Sans réponse;2025-03-30;;0
DEV-01700;2025-02-26;2025-02;2024-2025;CLI-0011;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-002;Entretien annuel chaudière;1;166.08;Refusé;2025-04-11;1;1
DEV-01701;2025-02-27;2025-02;2024-2025;CLI-0168;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-002;Remplacement baignoire par douche;1;3983.42;Accepté;2025-03-27;4;1
DEV-01702;2025-02-27;2025-02;2024-2025;CLI-0492;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-003;Rénovation électrique complète;1;10026.53;Sans réponse;2025-03-18;8;2
DEV-01703;2025-02-27;2025-02;2024-2025;CLI-0259;Professionnel;Bordeaux;Sophie Marchand;Dépannage;DP-003;Dépannage électrique urgence;1;560.48;Refusé;2025-03-27;;0
DEV-01704;2025-02-28;2025-02;2024-2025;CLI-0459;Professionnel;Bordeaux;Karim Belkacem;Dépannage;DP-001;Dépannage plomberie urgence;1;540.59;Accepté;2025-03-18;9;1
DEV-01705;2025-03-03;2025-03;2024-2025;CLI-0038;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-004;Remise en service chaudière;2;500.03;Sans réponse;2025-03-23;;0
DEV-01706;2025-03-03;2025-03;2024-2025;CLI-0270;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-004;Éclairage LED locaux professionnels;1;3393.32;Refusé;2025-04-04;6;1
DEV-01707;2025-03-04;2025-03;2024-2025;CLI-0174;Professionnel;Bordeaux;Sophie Marchand;Plomberie;PR-002;Recherche de fuite + réparation;3;2325.47;Accepté;2025-03-30;3;3
DEV-01708;2025-03-04;2025-03;2024-2025;CLI-0570;Particulier;Toulouse;Julien Fabre;Chauffage;CH-005;Désembouage circuit chauffage;3;2519.13;Refusé;2025-03-07;7;0
DEV-01709;2025-03-04;2025-03;2024-2025;CLI-0254;Particulier;Toulouse;Nadia Cherif;Salle de bain;SB-001;Rénovation salle de bain complète;1;11452.32;Accepté;2025-04-10;10;1
DEV-01710;2025-03-05;2025-03;2024-2025;CLI-0561;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-003;Dépannage électrique urgence;1;301.66;Accepté;2025-03-08;5;0
DEV-01711;2025-03-05;2025-03;2024-2025;CLI-0262;Particulier;Toulouse;Julien Fabre;Plomberie;PR-004;Remplacement colonne d'évacuation;1;5826.82;Sans réponse;2025-04-07;;0
DEV-01712;2025-03-05;2025-03;2024-2025;CLI-0408;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1361.86;Sans réponse;2025-03-30;;0
DEV-01713;2025-03-06;2025-03;2024-2025;CLI-0481;Syndic;Bordeaux;Karim Belkacem;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;2765.21;Refusé;2025-03-14;5;1
DEV-01714;2025-03-06;2025-03;2024-2025;CLI-0566;Particulier;Toulouse;Julien Fabre;Chauffage;CH-001;Installation chaudière gaz condensation;1;5329.0;Sans réponse;2025-03-21;7;1
DEV-01715;2025-03-06;2025-03;2024-2025;CLI-0144;Particulier;Toulouse;Nadia Cherif;Plomberie;PR-003;Réfection réseau eau appartement;1;2772.94;Sans réponse;2025-03-31;;0
DEV-01716;2025-03-07;2025-03;2024-2025;CLI-0341;Collectivité;Toulouse;Nadia Cherif;Électricité;EL-003;Rénovation électrique complète;1;25904.21;Sans réponse;2025-03-25;;0
DEV-01717;2025-03-07;2025-03;2024-2025;CLI-0080;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-003;Rénovation électrique complète;1;8985.07;Refusé;2025-03-20;;0
DEV-01718;2025-03-07;2025-03;2024-2025;CLI-0322;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-001;Rénovation salle de bain complète;1;9708.82;Accepté;2025-03-20;8;1
DEV-01719;2025-03-10;2025-03;2024-2025;CLI-0568;Syndic;Toulouse;Nadia Cherif;Salle de bain;SB-002;Remplacement baignoire par douche;1;7655.91;Accepté;2025-03-18;3;1
DEV-01720;2025-03-10;2025-03;2024-2025;CLI-0978;Particulier;Montpellier;Thomas Rey;Dépannage;DP-003;Dépannage électrique urgence;1;302.65;Accepté;2025-03-20;;0
DEV-01721;2025-03-11;2025-03;2024-2025;CLI-0169;Professionnel;Bordeaux;Karim Belkacem;Chauffage;CH-002;Entretien annuel chaudière;1;275.14;Accepté;2025-04-17;2;3
DEV-01722;2025-03-11;2025-03;2024-2025;CLI-0198;Syndic;Bordeaux;Karim Belkacem;Chauffage;CH-002;Entretien annuel chaudière;1;300.29;Accepté;2025-03-24;16;0
DEV-01723;2025-03-11;2025-03;2024-2025;CLI-0525;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-003;Réfection réseau eau appartement;1;3215.98;Accepté;2025-04-03;6;2
DEV-01724;2025-03-11;2025-03;2024-2025;CLI-0290;Particulier;Toulouse;Julien Fabre;Plomberie;PR-002;Recherche de fuite + réparation;1;400.85;Accepté;2025-04-06;11;2
DEV-01725;2025-03-11;2025-03;2024-2025;CLI-0308;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-002;Débouchage canalisation;1;409.83;Refusé;2025-03-24;;0
DEV-01726;2025-03-11;2025-03;2024-2025;CLI-0979;Particulier;Montpellier;Thomas Rey;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;1300.41;Sans réponse;2025-03-26;18;0
DEV-01727;2025-03-12;2025-03;2024-2025;CLI-0261;Particulier;Toulouse;Julien Fabre;Dépannage;DP-003;Dépannage électrique urgence;1;352.81;Refusé;2025-03-24;11;1
DEV-01728;2025-03-12;2025-03;2024-2025;CLI-0447;Syndic;Bordeaux;Sophie Marchand;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;2522.32;Sans réponse;2025-03-21;11;0
DEV-01729;2025-03-12;2025-03;2024-2025;CLI-0402;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-003;Dépannage électrique urgence;1;347.78;Accepté;2025-03-29;1;2
DEV-01730;2025-03-12;2025-03;2024-2025;CLI-0534;Particulier;Toulouse;Julien Fabre;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;1111.41;Refusé;2025-03-19;10;0
DEV-01731;2025-03-12;2025-03;2024-2025;CLI-0164;Particulier;Toulouse;Julien Fabre;Chauffage;CH-002;Entretien annuel chaudière;1;178.23;Refusé;2025-03-31;10;1
DEV-01732;2025-03-12;2025-03;2024-2025;CLI-0546;Professionnel;Montpellier;Thomas Rey;Salle de bain;SB-002;Remplacement baignoire par douche;1;6494.76;Sans réponse;2025-03-26;;0
DEV-01733;2025-03-13;2025-03;2024-2025;CLI-0109;Professionnel;Toulouse;Julien Fabre;Dépannage;DP-004;Remise en service chaudière;1;461.51;Accepté;2025-04-02;6;2
DEV-01734;2025-03-13;2025-03;2024-2025;CLI-0485;Particulier;Toulouse;Julien Fabre;Salle de bain;SB-001;Rénovation salle de bain complète;1;10572.72;Sans réponse;2025-03-28;11;1
DEV-01735;2025-03-13;2025-03;2024-2025;CLI-0135;Professionnel;Bordeaux;Sophie Marchand;Plomberie;PR-002;Recherche de fuite + réparation;1;695.69;Refusé;2025-03-28;;0
DEV-01736;2025-03-13;2025-03;2024-2025;CLI-0188;Particulier;Bordeaux;Sophie Marchand;Plomberie;PR-002;Recherche de fuite + réparation;1;507.49;Accepté;2025-04-03;11;1
DEV-01737;2025-03-13;2025-03;2024-2025;CLI-0991;Professionnel;Montpellier;Thomas Rey;Dépannage;DP-001;Dépannage plomberie urgence;1;466.93;Refusé;2025-04-27;;0
DEV-01738;2025-03-14;2025-03;2024-2025;CLI-0355;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2276.94;Accepté;2025-03-28;6;1
DEV-01739;2025-03-14;2025-03;2024-2025;CLI-0527;Particulier;Bordeaux;Sophie Marchand;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;1148.92;Sans réponse;2025-03-22;15;0
DEV-01740;2025-03-14;2025-03;2024-2025;CLI-0581;Particulier;Montpellier;Thomas Rey;Électricité;EL-003;Rénovation électrique complète;1;9980.82;Refusé;2025-03-27;;0
DEV-01741;2025-03-17;2025-03;2024-2025;CLI-0414;Particulier;Toulouse;Julien Fabre;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1336.03;Sans réponse;2025-04-05;7;2
DEV-01742;2025-03-17;2025-03;2024-2025;CLI-0589;Particulier;Toulouse;Nadia Cherif;Électricité;EL-002;Installation borne de recharge VE;1;1733.87;Sans réponse;2025-03-24;;0
DEV-01743;2025-03-18;2025-03;2024-2025;CLI-0338;Collectivité;Bordeaux;Sophie Marchand;Électricité;EL-002;Installation borne de recharge VE;1;3289.7;Accepté;2025-04-22;6;1
DEV-01744;2025-03-18;2025-03;2024-2025;CLI-0645;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-001;Rénovation salle de bain complète;1;10480.07;Sans réponse;2025-04-13;15;2
DEV-01745;2025-03-18;2025-03;2024-2025;CLI-0369;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-004;Éclairage LED locaux professionnels;1;3873.32;Refusé;2025-03-27;;0
DEV-01746;2025-03-18;2025-03;2024-2025;CLI-0326;Particulier;Toulouse;Nadia Cherif;Électricité;EL-004;Éclairage LED locaux professionnels;1;3089.56;Sans réponse;2025-04-19;;0
DEV-01747;2025-03-19;2025-03;2024-2025;CLI-0308;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-002;Remplacement baignoire par douche;1;3851.97;Accepté;2025-04-02;6;1
DEV-01748;2025-03-19;2025-03;2024-2025;CLI-0460;Professionnel;Toulouse;Nadia Cherif;Plomberie;PR-002;Recherche de fuite + réparation;1;721.6;Sans réponse;2025-04-18;5;3
DEV-01749;2025-03-19;2025-03;2024-2025;CLI-0609;Syndic;Bordeaux;Karim Belkacem;Électricité;EL-001;Mise aux normes tableau électrique;1;3429.18;Sans réponse;2025-05-06;9;1
DEV-01750;2025-03-19;2025-03;2024-2025;CLI-0194;Syndic;Toulouse;Julien Fabre;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;5677.61;Accepté;2025-03-25;3;1
DEV-01751;2025-03-19;2025-03;2024-2025;CLI-0569;Particulier;Montpellier;Thomas Rey;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;1366.17;Refusé;2025-05-08;20;2
DEV-01752;2025-03-20;2025-03;2024-2025;CLI-0381;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-001;Rénovation salle de bain complète;1;9067.46;Sans réponse;2025-05-12;7;2
DEV-01753;2025-03-20;2025-03;2024-2025;CLI-0541;Professionnel;Toulouse;Julien Fabre;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;24166.95;Refusé;2025-03-28;12;0
DEV-01754;2025-03-20;2025-03;2024-2025;CLI-0595;Particulier;Toulouse;Nadia Cherif;Plomberie;PR-002;Recherche de fuite + réparation;1;440.29;Sans réponse;2025-04-07;;0
DEV-01755;2025-03-21;2025-03;2024-2025;CLI-0488;Syndic;Toulouse;Julien Fabre;Salle de bain;SB-002;Remplacement baignoire par douche;1;7271.6;Sans réponse;2025-04-06;;0
DEV-01756;2025-03-21;2025-03;2024-2025;CLI-0465;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2505.18;Sans réponse;2025-03-28;8;0
DEV-01757;2025-03-21;2025-03;2024-2025;CLI-0174;Professionnel;Bordeaux;Sophie Marchand;Plomberie;PR-004;Remplacement colonne d'évacuation;1;9617.19;Refusé;2025-04-03;8;1
DEV-01758;2025-03-21;2025-03;2024-2025;CLI-1009;Particulier;Montpellier;Thomas Rey;Électricité;EL-001;Mise aux normes tableau électrique;1;1591.41;Accepté;2025-04-17;7;2
DEV-01759;2025-03-24;2025-03;2024-2025;CLI-0045;Syndic;Bordeaux;Sophie Marchand;Plomberie;PR-004;Remplacement colonne d'évacuation;1;13606.9;Sans réponse;2025-03-28;11;0
DEV-01760;2025-03-25;2025-03;2024-2025;CLI-0229;Particulier;Toulouse;Julien Fabre;Électricité;EL-001;Mise aux normes tableau électrique;1;1779.24;Accepté;2025-04-25;11;3
DEV-01761;2025-03-25;2025-03;2024-2025;CLI-0583;Collectivité;Bordeaux;Karim Belkacem;Dépannage;DP-001;Dépannage plomberie urgence;1;650.11;Accepté;2025-04-11;5;2
DEV-01762;2025-03-25;2025-03;2024-2025;CLI-0022;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-002;Débouchage canalisation;1;401.53;Accepté;2025-04-07;11;1
DEV-01763;2025-03-26;2025-03;2024-2025;CLI-0649;Particulier;Bordeaux;Sophie Marchand;Plomberie;PR-002;Recherche de fuite + réparation;1;440.02;Sans réponse;2025-04-16;12;1
DEV-01764;2025-03-26;2025-03;2024-2025;CLI-0627;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-004;Remise en service chaudière;1;233.87;Accepté;2025-04-28;3;2
DEV-01765;2025-03-26;2025-03;2024-2025;CLI-0347;Particulier;Toulouse;Nadia Cherif;Électricité;EL-004;Éclairage LED locaux professionnels;2;6550.14;Sans réponse;2025-04-16;11;1
DEV-01766;2025-03-26;2025-03;2024-2025;CLI-0124;Particulier;Toulouse;Julien Fabre;Électricité;EL-003;Rénovation électrique complète;1;8729.06;Refusé;2025-04-16;;0
DEV-01767;2025-03-26;2025-03;2024-2025;CLI-0251;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;15382.04;Accepté;2025-04-13;9;1
DEV-01768;2025-03-27;2025-03;2024-2025;CLI-0215;Particulier;Toulouse;Julien Fabre;Plomberie;PR-003;Réfection réseau eau appartement;1;3665.77;Sans réponse;2025-04-06;5;1
DEV-01769;2025-03-27;2025-03;2024-2025;CLI-0121;Syndic;Toulouse;Julien Fabre;Dépannage;DP-003;Dépannage électrique urgence;1;653.34;Accepté;2025-04-15;2;2
DEV-01770;2025-03-27;2025-03;2024-2025;CLI-0644;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-001;Installation chaudière gaz condensation;1;5064.04;Accepté;2025-04-15;5;1
DEV-01771;2025-03-27;2025-03;2024-2025;CLI-0066;Professionnel;Toulouse;Nadia Cherif;Dépannage;DP-004;Remise en service chaudière;1;451.26;Accepté;2025-04-17;;0
DEV-01772;2025-03-28;2025-03;2024-2025;CLI-0030;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-002;Entretien annuel chaudière;1;165.86;Sans réponse;2025-04-29;12;1
DEV-01773;2025-03-28;2025-03;2024-2025;CLI-0151;Syndic;Bordeaux;Karim Belkacem;Électricité;EL-002;Installation borne de recharge VE;1;3215.46;Sans réponse;2025-05-19;6;3
DEV-01774;2025-03-28;2025-03;2024-2025;CLI-0217;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2248.96;Refusé;2025-04-19;1;2
DEV-01775;2025-03-28;2025-03;2024-2025;CLI-0153;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-002;Débouchage canalisation;1;369.07;Accepté;2025-04-15;;0
DEV-01776;2025-03-28;2025-03;2024-2025;CLI-0564;Particulier;Montpellier;Thomas Rey;Dépannage;DP-003;Dépannage électrique urgence;1;302.51;Sans réponse;2025-04-24;15;1
DEV-01777;2025-03-31;2025-03;2024-2025;CLI-0508;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1109.22;Accepté;2025-04-18;6;2
DEV-01778;2025-03-31;2025-03;2024-2025;CLI-0401;Particulier;Toulouse;Julien Fabre;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2337.98;Sans réponse;2025-04-03;3;1
DEV-01779;2025-03-31;2025-03;2024-2025;CLI-0532;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-002;Entretien annuel chaudière;1;158.5;Refusé;2025-04-26;;0
DEV-01780;2025-03-31;2025-03;2024-2025;CLI-0581;Particulier;Montpellier;Thomas Rey;Salle de bain;SB-002;Remplacement baignoire par douche;1;4300.04;Accepté;2025-04-29;6;2
DEV-01781;2025-04-01;2025-04;2024-2025;CLI-0398;Syndic;Toulouse;Julien Fabre;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;2379.21;Sans réponse;2025-04-20;;0
DEV-01782;2025-04-01;2025-04;2024-2025;CLI-0360;Particulier;Bordeaux;Sophie Marchand;Plomberie;PR-004;Remplacement colonne d'évacuation;1;6253.83;Sans réponse;2025-04-29;8;1
DEV-01783;2025-04-01;2025-04;2024-2025;CLI-0235;Particulier;Toulouse;Julien Fabre;Plomberie;PR-004;Remplacement colonne d'évacuation;2;12341.43;Refusé;2025-04-28;5;2
DEV-01784;2025-04-01;2025-04;2024-2025;CLI-0315;Professionnel;Bordeaux;Sophie Marchand;Salle de bain;SB-002;Remplacement baignoire par douche;1;7351.61;Refusé;2025-04-21;12;1
DEV-01785;2025-04-02;2025-04;2024-2025;CLI-0156;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-002;Installation borne de recharge VE;1;1461.83;Sans réponse;2025-04-28;16;2
DEV-01786;2025-04-02;2025-04;2024-2025;CLI-0366;Particulier;Toulouse;Julien Fabre;Électricité;EL-002;Installation borne de recharge VE;1;1616.93;Sans réponse;2025-04-26;10;1
DEV-01787;2025-04-02;2025-04;2024-2025;CLI-0237;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-005;Désembouage circuit chauffage;2;1643.5;Sans réponse;2025-05-11;4;3
DEV-01788;2025-04-03;2025-04;2024-2025;CLI-0295;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-005;Désembouage circuit chauffage;1;740.35;Accepté;2025-05-21;4;2
DEV-01789;2025-04-03;2025-04;2024-2025;CLI-0452;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-002;Remplacement baignoire par douche;1;3888.51;Refusé;2025-04-24;1;2
DEV-01790;2025-04-03;2025-04;2024-2025;CLI-0644;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2530.38;Sans réponse;2025-04-18;;0
DEV-01791;2025-04-03;2025-04;2024-2025;CLI-0211;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;1181.91;Sans réponse;2025-05-01;;0
DEV-01792;2025-04-03;2025-04;2024-2025;CLI-0979;Particulier;Montpellier;Thomas Rey;Électricité;EL-003;Rénovation électrique complète;1;9246.24;Refusé;2025-04-29;;0
DEV-01793;2025-04-04;2025-04;2024-2025;CLI-0036;Particulier;Toulouse;Nadia Cherif;Salle de bain;SB-003;Pose meuble vasque + robinetterie;2;2431.03;Accepté;2025-04-26;7;2
DEV-01794;2025-04-04;2025-04;2024-2025;CLI-0030;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;15999.72;Sans réponse;2025-05-06;10;3
DEV-01795;2025-04-04;2025-04;2024-2025;CLI-0234;Particulier;Toulouse;Nadia Cherif;Plomberie;PR-002;Recherche de fuite + réparation;1;491.0;Accepté;2025-04-24;;0
DEV-01796;2025-04-04;2025-04;2024-2025;CLI-0094;Professionnel;Toulouse;Julien Fabre;Électricité;EL-004;Éclairage LED locaux professionnels;2;13692.85;Accepté;2025-04-19;11;1
DEV-01797;2025-04-04;2025-04;2024-2025;CLI-1014;Particulier;Montpellier;Thomas Rey;Plomberie;PR-002;Recherche de fuite + réparation;1;411.49;Sans réponse;2025-04-25;;0
DEV-01798;2025-04-04;2025-04;2024-2025;CLI-0975;Particulier;Montpellier;Thomas Rey;Électricité;EL-004;Éclairage LED locaux professionnels;1;3222.41;Sans réponse;2025-05-17;15;1
DEV-01799;2025-04-07;2025-04;2024-2025;CLI-0346;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-001;Installation chaudière gaz condensation;2;9495.55;Sans réponse;2025-05-20;8;1
DEV-01800;2025-04-07;2025-04;2024-2025;CLI-0553;Professionnel;Toulouse;Nadia Cherif;Électricité;EL-003;Rénovation électrique complète;1;15716.32;Sans réponse;2025-05-05;;0
DEV-01801;2025-04-07;2025-04;2024-2025;CLI-0029;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-002;Débouchage canalisation;1;333.15;Accepté;2025-04-22;8;1
DEV-01802;2025-04-07;2025-04;2024-2025;CLI-0576;Syndic;Montpellier;Thomas Rey;Dépannage;DP-002;Débouchage canalisation;1;784.78;Sans réponse;2025-05-12;7;2
DEV-01803;2025-04-08;2025-04;2024-2025;CLI-0167;Particulier;Toulouse;Julien Fabre;Électricité;EL-004;Éclairage LED locaux professionnels;1;3970.65;Refusé;2025-05-08;9;1
DEV-01804;2025-04-08;2025-04;2024-2025;CLI-0604;Syndic;Bordeaux;Sophie Marchand;Chauffage;CH-005;Désembouage circuit chauffage;1;1577.49;Sans réponse;2025-05-01;7;2
DEV-01805;2025-04-09;2025-04;2024-2025;CLI-0651;Professionnel;Toulouse;Julien Fabre;Plomberie;PR-003;Réfection réseau eau appartement;1;5555.98;Sans réponse;2025-05-05;8;2
DEV-01806;2025-04-09;2025-04;2024-2025;CLI-0250;Syndic;Toulouse;Nadia Cherif;Dépannage;DP-003;Dépannage électrique urgence;1;763.97;Sans réponse;2025-04-19;;0
DEV-01807;2025-04-09;2025-04;2024-2025;CLI-0532;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-004;Éclairage LED locaux professionnels;1;3316.44;Refusé;2025-05-02;11;1
DEV-01808;2025-04-09;2025-04;2024-2025;CLI-0558;Particulier;Montpellier;Thomas Rey;Électricité;EL-003;Rénovation électrique complète;1;9242.11;Refusé;2025-05-28;12;2
DEV-01809;2025-04-10;2025-04;2024-2025;CLI-0639;Particulier;Toulouse;Nadia Cherif;Salle de bain;SB-002;Remplacement baignoire par douche;1;3586.87;Sans réponse;2025-04-15;3;1
DEV-01810;2025-04-10;2025-04;2024-2025;CLI-0224;Particulier;Toulouse;Julien Fabre;Dépannage;DP-001;Dépannage plomberie urgence;1;296.96;Accepté;2025-04-28;;0
DEV-01811;2025-04-11;2025-04;2024-2025;CLI-0082;Particulier;Toulouse;Nadia Cherif;Salle de bain;SB-001;Rénovation salle de bain complète;1;9268.94;Refusé;2025-05-20;5;1
DEV-01812;2025-04-11;2025-04;2024-2025;CLI-0259;Professionnel;Bordeaux;Karim Belkacem;Plomberie;PR-004;Remplacement colonne d'évacuation;1;8985.72;Accepté;2025-04-28;12;1
DEV-01813;2025-04-11;2025-04;2024-2025;CLI-0574;Particulier;Toulouse;Julien Fabre;Salle de bain;SB-001;Rénovation salle de bain complète;1;10248.63;Sans réponse;2025-05-18;11;3
DEV-01814;2025-04-11;2025-04;2024-2025;CLI-1001;Syndic;Montpellier;Thomas Rey;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;5594.79;Accepté;2025-04-22;4;1
DEV-01815;2025-04-14;2025-04;2024-2025;CLI-0447;Syndic;Bordeaux;Karim Belkacem;Salle de bain;SB-001;Rénovation salle de bain complète;1;18613.69;Refusé;2025-05-11;;0
DEV-01816;2025-04-15;2025-04;2024-2025;CLI-0364;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-004;Remise en service chaudière;1;208.38;Accepté;2025-05-27;9;3
DEV-01817;2025-04-15;2025-04;2024-2025;CLI-0214;Particulier;Toulouse;Nadia Cherif;Dépannage;DP-002;Débouchage canalisation;1;407.9;Refusé;2025-05-06;;0
DEV-01818;2025-04-16;2025-04;2024-2025;CLI-0105;Particulier;Toulouse;Nadia Cherif;Dépannage;DP-001;Dépannage plomberie urgence;1;275.95;Refusé;2025-04-29;;0
DEV-01819;2025-04-16;2025-04;2024-2025;CLI-0010;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-003;Rénovation électrique complète;1;9974.72;Sans réponse;2025-05-04;6;2
DEV-01820;2025-04-16;2025-04;2024-2025;CLI-0145;Collectivité;Bordeaux;Sophie Marchand;Salle de bain;SB-002;Remplacement baignoire par douche;1;9480.16;Refusé;2025-05-07;;0
DEV-01821;2025-04-17;2025-04;2024-2025;CLI-0375;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-001;Rénovation salle de bain complète;1;11568.6;Sans réponse;2025-04-22;;0
DEV-01822;2025-04-17;2025-04;2024-2025;CLI-0014;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;1359.96;Accepté;2025-05-15;8;3
DEV-01823;2025-04-17;2025-04;2024-2025;CLI-0071;Particulier;Toulouse;Julien Fabre;Dépannage;DP-003;Dépannage électrique urgence;1;317.09;Sans réponse;2025-05-17;;0
DEV-01824;2025-04-17;2025-04;2024-2025;CLI-0008;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-001;Installation chaudière gaz condensation;3;15107.49;Refusé;2025-04-30;9;1
DEV-01825;2025-04-17;2025-04;2024-2025;CLI-0097;Particulier;Toulouse;Nadia Cherif;Électricité;EL-001;Mise aux normes tableau électrique;2;3480.39;Accepté;2025-05-14;3;3
DEV-01826;2025-04-17;2025-04;2024-2025;CLI-0558;Particulier;Montpellier;Thomas Rey;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1428.0;Accepté;2025-04-29;9;1
